,SalePrice,SalePrice (formatted),Neighborhood,Year Built
713,87500,"$87,500",OldTown,1910
714,110000,"$110,000",OldTown,1947
715,106000,"$106,000",OldTown,1898
716,265979,"$265,979",OldTown,1880
717,160000,"$160,000",OldTown,1900
718,119000,"$119,000",OldTown,1917
719,168000,"$168,000",OldTown,1882
720,58500,"$58,500",OldTown,1910
721,143000,"$143,000",OldTown,1920
722,85000,"$85,000",OldTown,1910
723,124900,"$124,900",OldTown,1890
724,119000,"$119,000",OldTown,1920
725,146500,"$146,500",OldTown,1910
726,34900,"$34,900",IDOTRR,1920
727,44000,"$44,000",IDOTRR,1900
728,223500,"$223,500",BrkSide,1923
729,149000,"$149,000",BrkSide,1923
730,205000,"$205,000",BrkSide,1925
731,137000,"$137,000",BrkSide,1930
732,121000,"$121,000",BrkSide,1916
733,128000,"$128,000",BrkSide,1936
734,134900,"$134,900",BrkSide,1937
735,117000,"$117,000",BrkSide,1925
736,132500,"$132,500",BrkSide,1939
737,93000,"$93,000",BrkSide,1924
738,119000,"$119,000",BrkSide,1926
739,100000,"$100,000",BrkSide,1924
740,141500,"$141,500",BrkSide,1936
741,133000,"$133,000",BrkSide,1935
742,60000,"$60,000",BrkSide,1936
743,105000,"$105,000",BrkSide,1931
744,115000,"$115,000",BrkSide,1925
745,150000,"$150,000",BrkSide,1938
746,126500,"$126,500",BrkSide,1925
747,214500,"$214,500",BrkSide,1916
748,167500,"$167,500",BrkSide,1910
749,155000,"$155,000",OldTown,1915
750,155000,"$155,000",OldTown,1915
751,179900,"$179,900",OldTown,1915
752,104000,"$104,000",OldTown,1912
753,62500,"$62,500",OldTown,1922
754,149000,"$149,000",IDOTRR,1927
755,103000,"$103,000",IDOTRR,1925
756,123000,"$123,000",OldTown,1915
757,97500,"$97,500",OldTown,1902
758,135000,"$135,000",IDOTRR,1927
759,70000,"$70,000",IDOTRR,1923
760,116000,"$116,000",IDOTRR,1915
761,88750,"$88,750",Sawyer,1946
762,179000,"$179,000",Edwards,1987
763,179000,"$179,000",Edwards,1987
764,159900,"$159,900",Edwards,1978
765,61000,"$61,000",Edwards,1922
766,103600,"$103,600",Edwards,1925
767,63000,"$63,000",Edwards,1934
768,175000,"$175,000",Sawyer,1963
769,139000,"$139,000",Sawyer,1963
770,172500,"$172,500",Sawyer,1978
771,113500,"$113,500",Sawyer,1967
772,130000,"$130,000",Sawyer,1967
773,149900,"$149,900",Sawyer,1978
774,134900,"$134,900",Sawyer,1982
775,137000,"$137,000",Sawyer,1982
776,139000,"$139,000",Sawyer,1962
777,165000,"$165,000",Sawyer,1961
778,148000,"$148,000",Sawyer,1960
779,165000,"$165,000",ClearCr,1956
780,63900,"$63,900",Sawyer,1947
781,161500,"$161,500",ClearCr,1957
782,143000,"$143,000",ClearCr,1968
783,135000,"$135,000",Edwards,1956
784,82500,"$82,500",Edwards,1940
785,190000,"$190,000",ClearCr,1955
786,139600,"$139,600",Edwards,1955
787,122000,"$122,000",Edwards,1954
788,127500,"$127,500",Edwards,1956
789,121500,"$121,500",Edwards,1956
790,60000,"$60,000",Edwards,1958
791,154400,"$154,400",Edwards,1946
792,113000,"$113,000",Edwards,1941
793,125000,"$125,000",Edwards,1954
794,84000,"$84,000",Edwards,1957
795,139500,"$139,500",Edwards,1984
796,131000,"$131,000",Edwards,1949
797,105000,"$105,000",Edwards,1939
798,108000,"$108,000",Edwards,1940
799,162000,"$162,000",SawyerW,1990
800,156500,"$156,500",SawyerW,1983
801,316600,"$316,600",SawyerW,1983
802,271900,"$271,900",SawyerW,1990
803,213000,"$213,000",SawyerW,1993
804,239900,"$239,900",SawyerW,1993
805,239500,"$239,500",SawyerW,1995
806,131000,"$131,000",SawyerW,1880
807,118964,"$118,964",SawyerW,1979
808,153337,"$153,337",SawyerW,1979
809,147983,"$147,983",SawyerW,1979
810,118858,"$118,858",SawyerW,1979
811,118858,"$118,858",SawyerW,1979
812,142953,"$142,953",SawyerW,1979
813,148325,"$148,325",SawyerW,1979
814,113722,"$113,722",SawyerW,1979
815,269500,"$269,500",SawyerW,2000
816,269500,"$269,500",SawyerW,2000
817,269500,"$269,500",SawyerW,2000
818,323262,"$323,262",CollgCr,2009
819,297000,"$297,000",CollgCr,2007
820,295493,"$295,493",CollgCr,2008
821,332000,"$332,000",CollgCr,2008
822,239900,"$239,900",CollgCr,2008
823,212000,"$212,000",CollgCr,2007
824,272500,"$272,500",CollgCr,2007
825,239000,"$239,000",CollgCr,2007
826,220000,"$220,000",CollgCr,2006
827,200000,"$200,000",CollgCr,2007
828,221800,"$221,800",CollgCr,2008
829,194500,"$194,500",CollgCr,2007
830,237000,"$237,000",CollgCr,2005
831,173000,"$173,000",CollgCr,2005
832,275000,"$275,000",SawyerW,1989
833,233500,"$233,500",ClearCr,1992
834,185000,"$185,000",ClearCr,1967
835,152000,"$152,000",CollgCr,1996
836,143000,"$143,000",CollgCr,1994
837,231500,"$231,500",CollgCr,1997
838,212000,"$212,000",CollgCr,1996
839,207000,"$207,000",CollgCr,1998
840,145000,"$145,000",CollgCr,1994
841,138000,"$138,000",CollgCr,1994
842,197900,"$197,900",CollgCr,1998
843,204000,"$204,000",CollgCr,1999
844,192000,"$192,000",CollgCr,1999
845,200000,"$200,000",CollgCr,1998
846,195000,"$195,000",CollgCr,2002
847,227000,"$227,000",CollgCr,2002
848,230000,"$230,000",CollgCr,2001
849,187100,"$187,100",CollgCr,2001
850,203000,"$203,000",CollgCr,2002
851,201000,"$201,000",CollgCr,2001
852,124000,"$124,000",CollgCr,1978
853,140000,"$140,000",CollgCr,1978
854,134900,"$134,900",CollgCr,1979
855,150500,"$150,500",CollgCr,1977
856,136500,"$136,500",CollgCr,1978
857,143500,"$143,500",CollgCr,1977
858,133500,"$133,500",CollgCr,1972
859,123000,"$123,000",CollgCr,1972
860,133900,"$133,900",CollgCr,1972
861,133000,"$133,000",CollgCr,1972
862,250000,"$250,000",CollgCr,2002
863,254750,"$254,750",CollgCr,2003
864,236500,"$236,500",CollgCr,2001
865,261500,"$261,500",CollgCr,2001
866,313000,"$313,000",CollgCr,2000
867,198500,"$198,500",CollgCr,2002
868,211000,"$211,000",CollgCr,2001
869,220000,"$220,000",CollgCr,1999
870,203000,"$203,000",CollgCr,1996
871,279500,"$279,500",CollgCr,2002
872,210000,"$210,000",CollgCr,1997
873,219500,"$219,500",CollgCr,1997
874,191000,"$191,000",CollgCr,1996
875,178000,"$178,000",CollgCr,2001
876,213000,"$213,000",CollgCr,2000
877,144000,"$144,000",CollgCr,2003
878,140000,"$140,000",CollgCr,2003
879,293200,"$293,200",CollgCr,2007
880,190000,"$190,000",CollgCr,2004
881,190000,"$190,000",CollgCr,2004
882,173500,"$173,500",CollgCr,2005
883,170000,"$170,000",CollgCr,2007
884,108000,"$108,000",Edwards,1949
885,167000,"$167,000",Edwards,1964
886,100000,"$100,000",Edwards,1938
887,198500,"$198,500",Edwards,2003
888,159500,"$159,500",Edwards,1977
889,127000,"$127,000",Edwards,1960
890,125000,"$125,000",Edwards,1976
891,320000,"$320,000",Edwards,2007
892,145500,"$145,500",Edwards,2005
893,118000,"$118,000",Edwards,1947
894,85000,"$85,000",Edwards,1959
895,120000,"$120,000",Edwards,1950
896,98000,"$98,000",Edwards,1945
897,99900,"$99,900",Edwards,1922
898,82000,"$82,000",Edwards,1952
899,119900,"$119,900",Edwards,1959
900,103500,"$103,500",Edwards,1956
901,112000,"$112,000",Edwards,1956
902,110000,"$110,000",Edwards,1920
903,122000,"$122,000",Edwards,1941
904,117000,"$117,000",Edwards,1941
905,160000,"$160,000",SWISU,1938
906,159434,"$159,434",SWISU,1932
907,60000,"$60,000",SWISU,1920
908,139500,"$139,500",SWISU,1940
909,197000,"$197,000",SWISU,1920
910,105000,"$105,000",SWISU,1935
911,135000,"$135,000",SWISU,1928
912,147500,"$147,500",Crawfor,1916
913,137450,"$137,450",SWISU,1925
914,155000,"$155,000",SWISU,1936
915,177000,"$177,000",Crawfor,1928
916,145000,"$145,000",SWISU,1928
917,137000,"$137,000",Crawfor,1918
918,234000,"$234,000",Crawfor,1926
919,205000,"$205,000",Crawfor,1940
920,177500,"$177,500",Crawfor,1942
921,160000,"$160,000",Crawfor,1940
922,155000,"$155,000",Crawfor,1960
923,163500,"$163,500",Crawfor,1921
924,154900,"$154,900",Crawfor,1921
925,205000,"$205,000",Crawfor,1940
926,144800,"$144,800",Crawfor,1954
927,174500,"$174,500",Crawfor,1941
928,193000,"$193,000",Crawfor,1960
929,158000,"$158,000",Crawfor,1949
930,158500,"$158,500",Crawfor,1950
931,224000,"$224,000",Crawfor,1954
932,115000,"$115,000",Blueste,1980
933,137000,"$137,000",Blueste,1980
934,121000,"$121,000",Blueste,1980
935,124000,"$124,000",Blueste,1980
936,208000,"$208,000",Crawfor,1986
937,315000,"$315,000",Crawfor,1971
938,222000,"$222,000",Crawfor,1988
939,147000,"$147,000",IDOTRR,1920
940,123000,"$123,000",IDOTRR,1900
941,78000,"$78,000",IDOTRR,1920
942,85000,"$85,000",IDOTRR,1915
943,75000,"$75,000",IDOTRR,1925
944,230000,"$230,000",Crawfor,2007
945,57625,"$57,625",IDOTRR,1910
946,251000,"$251,000",Mitchel,2000
947,239686,"$239,686",Mitchel,2003
948,240000,"$240,000",Mitchel,2004
949,215000,"$215,000",Mitchel,2001
950,156450,"$156,450",Mitchel,1977
951,173000,"$173,000",Mitchel,1977
952,126000,"$126,000",Mitchel,1977
953,173000,"$173,000",Mitchel,1990
954,152000,"$152,000",Mitchel,1991
955,137500,"$137,500",Timber,1958
956,375000,"$375,000",Timber,1965
957,315500,"$315,500",Timber,2007
958,224500,"$224,500",Timber,2009
959,410000,"$410,000",Timber,2008
960,316500,"$316,500",Timber,2008
961,201000,"$201,000",Timber,2007
962,175000,"$175,000",Timber,1988
963,204000,"$204,000",Timber,1980
964,213500,"$213,500",Timber,1987
965,220000,"$220,000",Timber,2001
966,170000,"$170,000",Timber,2003
967,315000,"$315,000",Timber,2006
968,425000,"$425,000",Timber,2007
969,139500,"$139,500",Mitchel,1968
970,115000,"$115,000",Mitchel,1960
971,162000,"$162,000",Mitchel,1998
972,165000,"$165,000",Mitchel,1999
973,91000,"$91,000",MeadowV,1973
974,130000,"$130,000",Mitchel,1968
975,86000,"$86,000",MeadowV,1970
976,160000,"$160,000",Mitchel,1969
977,80000,"$80,000",MeadowV,1970
978,97000,"$97,000",MeadowV,1970
979,88000,"$88,000",MeadowV,1970
980,131900,"$131,900",Mitchel,1972
981,131250,"$131,250",Mitchel,1993
982,165500,"$165,500",Mitchel,1978
983,112000,"$112,000",Mitchel,1985
984,149000,"$149,000",Mitchel,1992
985,143000,"$143,000",Mitchel,1993
986,130000,"$130,000",Mitchel,1992
987,196000,"$196,000",Mitchel,1977
988,173000,"$173,000",Mitchel,1969
989,176500,"$176,500",NAmes,1958
990,237500,"$237,500",NAmes,1970
991,206900,"$206,900",NAmes,1969
992,187500,"$187,500",Gilbert,1997
993,165000,"$165,000",Gilbert,1995
994,195500,"$195,500",Gilbert,1998
995,192000,"$192,000",Gilbert,1998
996,173000,"$173,000",Gilbert,1996
997,177900,"$177,900",Gilbert,1996
998,175000,"$175,000",Gilbert,1996
999,286000,"$286,000",StoneBr,2001
1000,247900,"$247,900",StoneBr,1997
1001,180000,"$180,000",StoneBr,1993
1002,180000,"$180,000",StoneBr,1992
1003,181000,"$181,000",Gilbert,1997
1004,183000,"$183,000",Gilbert,1998
1005,188000,"$188,000",Gilbert,1995
1006,194500,"$194,500",Gilbert,1994
1007,185000,"$185,000",Gilbert,1991
1008,189000,"$189,000",StoneBr,1988
1009,188500,"$188,500",StoneBr,1989
1010,355000,"$355,000",StoneBr,2005
1011,325000,"$325,000",StoneBr,2005
1012,387000,"$387,000",StoneBr,2004
1013,115000,"$115,000",Gilbert,1952
1014,334000,"$334,000",StoneBr,2007
1015,133000,"$133,000",Gilbert,1950
1016,215000,"$215,000",NWAmes,1986
1017,226500,"$226,500",NWAmes,1988
1018,175500,"$175,500",NWAmes,1981
1019,181900,"$181,900",NWAmes,1983
1020,235000,"$235,000",NWAmes,1978
1021,220000,"$220,000",NWAmes,1979
1022,272000,"$272,000",NWAmes,1977
1023,161000,"$161,000",NWAmes,1976
1024,175000,"$175,000",NWAmes,1977
1025,185000,"$185,000",NWAmes,1980
1026,146900,"$146,900",NWAmes,1969
1027,292500,"$292,500",NWAmes,1978
1028,180000,"$180,000",NWAmes,1976
1029,159900,"$159,900",NWAmes,1976
1030,205000,"$205,000",NWAmes,1976
1031,157000,"$157,000",NWAmes,1973
1032,306000,"$306,000",NWAmes,1996
1033,133000,"$133,000",NAmes,1974
1034,151000,"$151,000",NAmes,1969
1035,111900,"$111,900",NAmes,1969
1036,123000,"$123,000",NAmes,1971
1037,111250,"$111,250",NAmes,1972
1038,181000,"$181,000",NAmes,1998
1039,103400,"$103,400",BrDale,1973
1040,100000,"$100,000",BrDale,1973
1041,100500,"$100,500",BrDale,1972
1042,106000,"$106,000",BrDale,1970
1043,85400,"$85,400",BrDale,1971
1044,89500,"$89,500",BrDale,1971
1045,111750,"$111,750",BrDale,1972
1046,140000,"$140,000",NPkVill,1977
1047,143000,"$143,000",NPkVill,1975
1048,148500,"$148,500",NPkVill,1977
1049,110000,"$110,000",NAmes,1966
1050,394617,"$394,617",NridgHt,2008
1051,426000,"$426,000",NridgHt,2007
1052,385000,"$385,000",NridgHt,2007
1053,446261,"$446,261",NridgHt,2008
1054,317500,"$317,500",NridgHt,2007
1055,372402,"$372,402",NridgHt,2007
1056,417500,"$417,500",NridgHt,2007
1057,383000,"$383,000",NridgHt,2007
1058,390000,"$390,000",NridgHt,2006
1059,460000,"$460,000",NridgHt,2005
1060,379000,"$379,000",NridgHt,2005
1061,250000,"$250,000",NridgHt,2007
1062,316000,"$316,000",NridgHt,2004
1063,615000,"$615,000",NridgHt,2003
1064,412500,"$412,500",NridgHt,2003
1065,284000,"$284,000",NridgHt,2003
1066,284000,"$284,000",NridgHt,2003
1067,421250,"$421,250",NridgHt,2001
1068,370000,"$370,000",NridgHt,2003
1069,336860,"$336,860",NridgHt,2008
1070,367294,"$367,294",NridgHt,2008
1071,192000,"$192,000",NridgHt,2005
1072,274000,"$274,000",NridgHt,2003
1073,266000,"$266,000",NridgHt,2005
1074,370967,"$370,967",NridgHt,2007
1075,234250,"$234,250",NridgHt,2006
1076,219500,"$219,500",NridgHt,2006
1077,155000,"$155,000",NridgHt,2003
1078,154000,"$154,000",NridgHt,2003
1079,207000,"$207,000",NridgHt,2004
1080,195000,"$195,000",Blmngtn,2003
1081,219990,"$219,990",Blmngtn,2004
1082,191000,"$191,000",Blmngtn,2005
1083,159895,"$159,895",Blmngtn,2007
1084,187687,"$187,687",Blmngtn,2007
1085,179000,"$179,000",Gilbert,2004
1086,193000,"$193,000",Gilbert,2004
1087,190000,"$190,000",Gilbert,2005
1088,176000,"$176,000",Gilbert,2005
1089,188000,"$188,000",Gilbert,2002
1090,213000,"$213,000",Gilbert,2003
1091,217300,"$217,300",NridgHt,2007
1092,186500,"$186,500",Gilbert,2000
1093,226750,"$226,750",Gilbert,2000
1094,184000,"$184,000",Gilbert,2004
1095,176000,"$176,000",Gilbert,2002
1096,225000,"$225,000",Gilbert,1999
1097,185900,"$185,900",Gilbert,1999
1098,284500,"$284,500",NoRidge,1997
1099,315000,"$315,000",NoRidge,1998
1100,250000,"$250,000",NoRidge,2000
1101,291000,"$291,000",NoRidge,2000
1102,350000,"$350,000",NoRidge,1998
1103,279500,"$279,500",NoRidge,1996
1104,290000,"$290,000",NoRidge,1995
1105,350000,"$350,000",NoRidge,1995
1106,341000,"$341,000",NoRidge,1993
1107,287500,"$287,500",NoRidge,1993
1108,271000,"$271,000",NoRidge,1994
1109,301500,"$301,500",NoRidge,1994
1110,235128,"$235,128",Somerst,2007
1111,214000,"$214,000",Somerst,2007
1112,232000,"$232,000",Somerst,2006
1113,240000,"$240,000",Somerst,2006
1114,264132,"$264,132",Somerst,2008
1115,245000,"$245,000",Somerst,2007
1116,227680,"$227,680",Somerst,2008
1117,257000,"$257,000",Somerst,2007
1118,297900,"$297,900",Somerst,2007
1119,247000,"$247,000",Somerst,2006
1120,212700,"$212,700",Somerst,2007
1121,250580,"$250,580",Somerst,2007
1122,182000,"$182,000",Somerst,2007
1123,226700,"$226,700",Somerst,2005
1124,250000,"$250,000",Somerst,2003
1125,250000,"$250,000",Somerst,2005
1126,339750,"$339,750",Somerst,2007
1127,205950,"$205,950",Somerst,2007
1128,256000,"$256,000",Somerst,2007
1129,230348,"$230,348",Somerst,2007
1130,207500,"$207,500",Somerst,2003
1131,141000,"$141,000",SawyerW,2004
1132,188000,"$188,000",SawyerW,2003
1133,192500,"$192,500",SawyerW,2003
1134,146000,"$146,000",SawyerW,2005
1135,159000,"$159,000",SawyerW,2004
1136,155000,"$155,000",SawyerW,2003
1137,173000,"$173,000",SawyerW,2004
1138,170000,"$170,000",SawyerW,2007
1139,182000,"$182,000",SawyerW,1995
1140,163000,"$163,000",SawyerW,1993
1141,193500,"$193,500",SawyerW,1994
1142,189000,"$189,000",SawyerW,1994
1143,190500,"$190,500",SawyerW,2001
1144,175000,"$175,000",SawyerW,1992
1145,179200,"$179,200",SawyerW,1991
1146,187000,"$187,000",SawyerW,1993
1147,193000,"$193,000",SawyerW,1993
1148,153900,"$153,900",SawyerW,1993
1149,128000,"$128,000",Sawyer,1963
1150,144000,"$144,000",Sawyer,1962
1151,135000,"$135,000",Sawyer,1961
1152,115000,"$115,000",Sawyer,1968
1153,119916,"$119,916",Sawyer,1963
1154,142000,"$142,000",Sawyer,1961
1155,192000,"$192,000",Veenker,1974
1156,140000,"$140,000",Sawyer,1972
1157,290000,"$290,000",NoRidge,1990
1158,372500,"$372,500",NoRidge,1993
1159,196000,"$196,000",Somerst,2004
1160,171900,"$171,900",Somerst,2006
1161,178000,"$178,000",Somerst,2004
1162,165000,"$165,000",Somerst,2005
1163,146000,"$146,000",Somerst,2007
1164,146000,"$146,000",Somerst,2007
1165,179400,"$179,400",Somerst,1999
1166,172900,"$172,900",Somerst,1999
1167,300000,"$300,000",Somerst,2000
1168,285000,"$285,000",Somerst,2001
1169,290000,"$290,000",Somerst,2001
1170,305000,"$305,000",Somerst,1999
1171,328900,"$328,900",Somerst,1999
1172,160000,"$160,000",Somerst,1999
1173,170000,"$170,000",Somerst,1999
1174,223000,"$223,000",Somerst,2001
1175,170000,"$170,000",Somerst,1999
1176,200000,"$200,000",Somerst,1999
1177,345000,"$345,000",Somerst,1998
1178,245500,"$245,500",Veenker,1996
1179,217500,"$217,500",Veenker,1995
1180,324000,"$324,000",Veenker,1993
1181,162500,"$162,500",Veenker,1984
1182,150000,"$150,000",Veenker,1977
1183,290000,"$290,000",Veenker,1976
1184,205000,"$205,000",Somerst,2002
1185,174000,"$174,000",NWAmes,1970
1186,183000,"$183,000",NWAmes,1969
1187,150000,"$150,000",NWAmes,1968
1188,145000,"$145,000",NWAmes,1971
1189,215000,"$215,000",NWAmes,1967
1190,140500,"$140,500",NWAmes,1965
1191,240000,"$240,000",NWAmes,1974
1192,141000,"$141,000",NAmes,1968
1193,147000,"$147,000",NAmes,1965
1194,135000,"$135,000",NAmes,1965
1195,145000,"$145,000",NAmes,1965
1196,142600,"$142,600",NAmes,1965
1197,135000,"$135,000",NWAmes,1973
1198,170000,"$170,000",NWAmes,1971
1199,299800,"$299,800",NWAmes,1976
1200,185000,"$185,000",NWAmes,1974
1201,173000,"$173,000",NWAmes,1966
1202,178400,"$178,400",NAmes,1961
1203,176000,"$176,000",NWAmes,1968
1204,98000,"$98,000",NAmes,1956
1205,109008,"$109,008",NAmes,1957
1206,135750,"$135,750",NAmes,1956
1207,155000,"$155,000",NAmes,1963
1208,180500,"$180,500",NAmes,1964
1209,174900,"$174,900",NAmes,1966
1210,140000,"$140,000",NAmes,1965
1211,145000,"$145,000",NAmes,1964
1212,179900,"$179,900",NAmes,1965
1213,168500,"$168,500",NAmes,1964
1214,140000,"$140,000",NAmes,1961
1215,145500,"$145,500",NAmes,1959
1216,142000,"$142,000",NAmes,1959
1217,141000,"$141,000",NAmes,1960
1218,153000,"$153,000",NAmes,1960
1219,72500,"$72,500",BrkSide,1949
1220,52000,"$52,000",BrkSide,1935
1221,118000,"$118,000",BrkSide,1939
1222,87000,"$87,000",BrkSide,1937
1223,141500,"$141,500",NAmes,1960
1224,119000,"$119,000",NAmes,1950
1225,141500,"$141,500",NAmes,1950
1226,165500,"$165,500",NAmes,1955
1227,112900,"$112,900",NAmes,1953
1228,201800,"$201,800",NAmes,1965
1229,163000,"$163,000",NAmes,1961
1230,139950,"$139,950",NAmes,1961
1231,174000,"$174,000",NAmes,1962
1232,165000,"$165,000",NAmes,1962
1233,227000,"$227,000",NAmes,1966
1234,135000,"$135,000",NAmes,1955
1235,124000,"$124,000",NAmes,1963
1236,140000,"$140,000",NAmes,1962
1237,136500,"$136,500",NAmes,1957
1238,185000,"$185,000",NAmes,1959
1239,163000,"$163,000",NAmes,1958
1240,166800,"$166,800",NAmes,1958
1241,139000,"$139,000",NAmes,1956
1242,166000,"$166,000",NAmes,1957
1243,136000,"$136,000",NAmes,1958
1244,133000,"$133,000",NAmes,1956
1245,116000,"$116,000",NAmes,1952
1246,137500,"$137,500",NAmes,1953
1247,130000,"$130,000",NAmes,1953
1248,180000,"$180,000",NAmes,1957
1249,139000,"$139,000",NAmes,1951
1250,110000,"$110,000",NAmes,1953
1251,100000,"$100,000",NAmes,1957
1252,118500,"$118,500",NAmes,1947
1253,146000,"$146,000",NAmes,1957
1254,89900,"$89,900",OldTown,1948
1255,114000,"$114,000",OldTown,1925
1256,140000,"$140,000",NAmes,1945
1257,86900,"$86,900",OldTown,1940
1258,139000,"$139,000",OldTown,1922
1259,106250,"$106,250",OldTown,1900
1260,171000,"$171,000",NAmes,1962
1261,139000,"$139,000",NAmes,1968
1262,186000,"$186,000",NAmes,1958
1263,157000,"$157,000",NAmes,1960
1264,148000,"$148,000",NAmes,1960
1265,242000,"$242,000",NAmes,1960
1266,116000,"$116,000",NAmes,1953
1267,94000,"$94,000",NAmes,1951
1268,98300,"$98,300",NAmes,1950
1269,127000,"$127,000",NAmes,1960
1270,159000,"$159,000",NAmes,1959
1271,125900,"$125,900",NAmes,1962
1272,155000,"$155,000",NAmes,1960
1273,138000,"$138,000",NAmes,1948
1274,112500,"$112,500",NAmes,1954
1275,105500,"$105,500",NAmes,1954
1276,127500,"$127,500",NAmes,1954
1277,130000,"$130,000",NAmes,1961
1278,150000,"$150,000",NAmes,1955
1279,109500,"$109,500",NAmes,1954
1280,140000,"$140,000",NAmes,1963
1281,167900,"$167,900",NAmes,1964
1282,136870,"$136,870",NAmes,1963
1283,143000,"$143,000",OldTown,2008
1284,73000,"$73,000",OldTown,1925
1285,157500,"$157,500",OldTown,1904
1286,122600,"$122,600",OldTown,1948
1287,111000,"$111,000",OldTown,1910
1288,256000,"$256,000",OldTown,1920
1289,64000,"$64,000",OldTown,1940
1290,139500,"$139,500",OldTown,1915
1291,118000,"$118,000",OldTown,1910
1292,200000,"$200,000",OldTown,2003
1293,119164,"$119,164",OldTown,1940
1294,122250,"$122,250",OldTown,1920
1295,120000,"$120,000",OldTown,1920
1296,155000,"$155,000",OldTown,1940
1297,78000,"$78,000",OldTown,1910
1298,95000,"$95,000",OldTown,1890
1299,115000,"$115,000",OldTown,1948
1300,147000,"$147,000",OldTown,1948
1301,140000,"$140,000",OldTown,1946
1302,46500,"$46,500",OldTown,1946
1303,112500,"$112,500",OldTown,1957
1304,107900,"$107,900",OldTown,1954
1305,65000,"$65,000",OldTown,1949
1306,295000,"$295,000",OldTown,1880
1307,139500,"$139,500",OldTown,1900
1308,153900,"$153,900",OldTown,1915
1309,132000,"$132,000",OldTown,1920
1310,98000,"$98,000",OldTown,1916
1311,114000,"$114,000",OldTown,1900
1312,130000,"$130,000",OldTown,1920
1313,129500,"$129,500",OldTown,1917
1314,129400,"$129,400",OldTown,1905
1315,161000,"$161,000",OldTown,1928
1316,163000,"$163,000",OldTown,1905
1317,128000,"$128,000",OldTown,1914
1318,122000,"$122,000",OldTown,1872
1319,116900,"$116,900",OldTown,1926
1320,325000,"$325,000",OldTown,1893
1321,55000,"$55,000",OldTown,1920
1322,184000,"$184,000",OldTown,1890
1323,110000,"$110,000",OldTown,1959
1324,131500,"$131,500",OldTown,1954
1325,97000,"$97,000",OldTown,1956
1326,115500,"$115,500",OldTown,1958
1327,138000,"$138,000",BrkSide,1928
1328,108000,"$108,000",BrkSide,1945
1329,79500,"$79,500",BrkSide,1930
1330,153000,"$153,000",BrkSide,1935
1331,109500,"$109,500",BrkSide,1924
1332,124000,"$124,000",BrkSide,1941
1333,106900,"$106,900",BrkSide,1900
1334,164900,"$164,900",BrkSide,1940
1335,119000,"$119,000",BrkSide,1924
1336,120000,"$120,000",BrkSide,1929
1337,157000,"$157,000",BrkSide,1937
1338,105000,"$105,000",BrkSide,1939
1339,113000,"$113,000",BrkSide,1926
1340,115000,"$115,000",BrkSide,1920
1341,79000,"$79,000",BrkSide,1946
1342,123000,"$123,000",BrkSide,1929
1343,81300,"$81,300",BrkSide,1945
1344,162900,"$162,900",BrkSide,1930
1345,150000,"$150,000",BrkSide,1939
1346,123500,"$123,500",OldTown,1923
1347,129900,"$129,900",OldTown,1931
1348,128000,"$128,000",BrkSide,1920
1349,68500,"$68,500",BrkSide,1927
1350,127000,"$127,000",BrkSide,1948
1351,207000,"$207,000",BrkSide,1923
1352,184000,"$184,000",BrkSide,1925
1353,162500,"$162,500",BrkSide,1915
1354,145000,"$145,000",BrkSide,1940
1355,130000,"$130,000",BrkSide,1918
1356,160000,"$160,000",OldTown,1910
1357,161000,"$161,000",OldTown,1925
1358,127500,"$127,500",OldTown,1910
1359,93850,"$93,850",IDOTRR,1930
1360,136000,"$136,000",IDOTRR,1952
1361,141000,"$141,000",IDOTRR,1938
1362,120000,"$120,000",IDOTRR,1915
1363,127500,"$127,500",IDOTRR,1925
1364,127000,"$127,000",IDOTRR,1925
1365,89500,"$89,500",IDOTRR,1920
1366,125000,"$125,000",OldTown,1955
1367,79900,"$79,900",OldTown,1920
1368,85000,"$85,000",IDOTRR,1912
1369,82375,"$82,375",IDOTRR,1915
1370,135000,"$135,000",IDOTRR,1906
1371,124000,"$124,000",Sawyer,1947
1372,134000,"$134,000",Sawyer,1968
1373,135000,"$135,000",Sawyer,1948
1374,134432,"$134,432",ClearCr,1959
1375,127500,"$127,500",Edwards,1940
1376,148000,"$148,000",Sawyer,1963
1377,129500,"$129,500",Sawyer,1965
1378,157500,"$157,500",Sawyer,1978
1379,109900,"$109,900",Sawyer,1966
1380,145000,"$145,000",Sawyer,1967
1381,130000,"$130,000",Sawyer,1967
1382,153000,"$153,000",Sawyer,1978
1383,120000,"$120,000",Sawyer,1967
1384,152000,"$152,000",Sawyer,1984
1385,108959,"$108,959",Sawyer,1969
1386,95541,"$95,541",Sawyer,1920
1387,80000,"$80,000",Sawyer,1959
1388,149350,"$149,350",Sawyer,1966
1389,144900,"$144,900",Sawyer,1963
1390,185000,"$185,000",Sawyer,1956
1391,165000,"$165,000",Sawyer,1954
1392,235000,"$235,000",ClearCr,1960
1393,140000,"$140,000",Sawyer,1958
1394,108000,"$108,000",Sawyer,1940
1395,145000,"$145,000",ClearCr,1960
1396,152400,"$152,400",Sawyer,1941
1397,144000,"$144,000",Sawyer,1970
1398,173000,"$173,000",ClearCr,1996
1399,192000,"$192,000",ClearCr,1977
1400,245000,"$245,000",ClearCr,1979
1401,241500,"$241,500",ClearCr,1954
1402,256000,"$256,000",ClearCr,1954
1403,177000,"$177,000",Edwards,1959
1404,125600,"$125,600",Edwards,1948
